target_id	label	sentence	gloss	sense_key
7|5	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : the act of inspecting or verifying	check.n.06
7|6	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : a mark indicating that something has been noted or completed etc.	check_mark.n.01
7|7	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : something immaterial that interferes with or delays action or progress	hindrance.n.01
7|8	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : a mark left after a small piece has been chopped or broken off of something	check.n.09
7|9	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : a textile pattern of squares or crossed lines (resembling a checkerboard)	check.n.10
7|10	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : the act of restraining power or action or limiting excess	bridle.n.02
7|11	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : obstructing an opponent in ice hockey	check.n.12
7|12	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : (chess) a direct attack on an opponent's king	check.n.13
7|13	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : examine so as to determine accuracy, quality, or condition	check.v.01
7|14	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : make an examination or investigation	check.v.02
7|15	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : be careful or certain to do something; make certain of something	see.v.10
7|16	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : lessen the intensity of; temper; hold in restraint; hold or keep within limits	control.v.02
7|17	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : stop for a moment, as if out of uncertainty or caution	check.v.05
7|18	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : put a check mark on or near or next to	check.v.06
7|19	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : slow the growth or development of	check.v.07
7|20	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : be verified or confirmed; pass inspection	check.v.08
7|21	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : be compatible, similar or consistent; coincide in their characteristics	match.v.01
7|22	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : block or impede (a player from the opposing team) in ice hockey	check.v.10
7|23	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : develop (children's) behavior by instruction and practice; especially to teach self-control	discipline.v.01
7|24	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : consign for shipment on a vehicle	check.v.12
7|25	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : hand over something to somebody as for temporary safekeeping	check.v.13
7|26	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : abandon the intended prey, turn, and pursue an inferior prey	check.v.14
7|27	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : stop in a chase especially when scent is lost	check.v.15
7|28	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : mark into squares or draw squares on; draw crossed lines on	check.v.16
7|29	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : decline to initiate betting	check.v.17
7|30	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : hold back, as of a danger or an enemy; check the expansion or influence of	check.v.18
7|31	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : place into check	check.v.19
7|32	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : write out a check on a bank account	check.v.20
7|33	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : find out, learn, or determine with certainty, usually by making an inquiry or other effort	determine.v.08
7|34	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : verify by consulting a source or authority	check.v.22
7|35	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : arrest the motion (of something) abruptly	check.v.23
7|36	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : make cracks or chinks in	check.v.24
7|37	0	No military training required , as long as you have the $ $ and can pass a background " check " , you can buy one of the most devastating sniper rifles ever made . And we do nt need to update our gun control laws ? .	check : become fractured; break or crack on the surface only	crack.v.01
9|0	0	Louisville native who survived mass shooting offers gun " safety " training to help curb city 's violence : | .	safety : the state of being certain that adverse effects will not be caused by some agent under defined conditions	safety.n.01
9|1	0	Louisville native who survived mass shooting offers gun " safety " training to help curb city 's violence : | .	safety : a safe place	safety.n.02
9|2	0	Louisville native who survived mass shooting offers gun " safety " training to help curb city 's violence : | .	safety : a device designed to prevent injury or accidents	guard.n.03
9|3	0	Louisville native who survived mass shooting offers gun " safety " training to help curb city 's violence : | .	safety : (baseball) the successful act of striking a baseball in such a way that the batter reaches base safely	base_hit.n.01
9|4	0	Louisville native who survived mass shooting offers gun " safety " training to help curb city 's violence : | .	safety : contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse	condom.n.01
9|5	0	Louisville native who survived mass shooting offers gun " safety " training to help curb city 's violence : | .	safety : a score in American football; a player is tackled behind his own goal line	safety.n.06
10|0	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : a choice that is made by counting the number of people in favor of each alternative	vote.n.01
10|1	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : the opinion of a group as determined by voting	vote.n.02
10|2	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : a legal right guaranteed by the 15th amendment to the US Constitution; guaranteed to women by the 19th amendment	right_to_vote.n.01
10|3	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : a body of voters who have the same interests	vote.n.04
10|4	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : the total number of voters who participated	vote.n.05
10|5	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : express one's preference for a candidate or for a measure or resolution; cast a vote	vote.v.01
10|6	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : express one's choice or preference by vote	vote.v.02
10|7	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : express a choice or opinion	vote.v.03
10|8	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : be guided by in voting	vote.v.04
10|9	0	GiffordsCourage : Gun safety wins ! defeated * another * NRA - backed opponent this year . Congresswoman Axne believes we can build a safer future , and " votes " like it too . Now she s headed back to Congress ! .	votes : bring into existence or make available by vote	vote.v.05
11|0	0	6-Time Olympic Shooting Medalist Says Gun Control Is Killing Our Sport : Six - time Olympic shooting " medalist " Kim Rhode said Monday night that new gun control measures implemented in her home state of California an .	medalist : someone who has won a medal	medalist.n.01
11|1	0	6-Time Olympic Shooting Medalist Says Gun Control Is Killing Our Sport : Six - time Olympic shooting " medalist " Kim Rhode said Monday night that new gun control measures implemented in her home state of California an .	medalist : (golf) the winner at medal play of a tournament	medalist.n.02
12|0	0	There are nearly 400 million " firearms " in the US , controlled very well by over 150 million legal owners . We do nt need the government to control us . The laws you push do nt deter criminals . The 2nd Amendment protects us from government control . .	firearms : a portable gun	firearm.n.01
13|0	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : the state of being free from danger or injury	security.n.01
13|1	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : defense against financial failure; financial independence	security.n.02
13|2	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : freedom from anxiety or fear	security.n.03
13|3	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : a formal declaration that documents a fact of relevance to finance and investment; the holder has a right to receive interest or dividends	security.n.04
13|4	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : property that your creditor can claim in case you default on your obligation	security.n.05
13|5	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : a department responsible for the security of the institution's property and workers	security.n.06
13|6	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : a guarantee that an obligation will be met	security.n.07
13|7	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : an electrical device that sets off an alarm when someone tries to break in	security_system.n.02
13|8	0	After the Capitol attack , lawmakers were quick to increase " security " for themselves . But after countless school shootings , we have n't seen any gun reform . .	security : measures taken as a precaution against theft or espionage or sabotage etc.	security.n.09
14|0	0	The House just passed H.R. 8 , which would require a background check on every gun sale . This commonsense gun " safety " reform to prevent criminals from buying guns is overwhelmingly supported by the American people . .	safety : the state of being certain that adverse effects will not be caused by some agent under defined conditions	safety.n.01
14|1	0	The House just passed H.R. 8 , which would require a background check on every gun sale . This commonsense gun " safety " reform to prevent criminals from buying guns is overwhelmingly supported by the American people . .	safety : a safe place	safety.n.02
14|2	0	The House just passed H.R. 8 , which would require a background check on every gun sale . This commonsense gun " safety " reform to prevent criminals from buying guns is overwhelmingly supported by the American people . .	safety : a device designed to prevent injury or accidents	guard.n.03
14|3	0	The House just passed H.R. 8 , which would require a background check on every gun sale . This commonsense gun " safety " reform to prevent criminals from buying guns is overwhelmingly supported by the American people . .	safety : (baseball) the successful act of striking a baseball in such a way that the batter reaches base safely	base_hit.n.01
14|4	0	The House just passed H.R. 8 , which would require a background check on every gun sale . This commonsense gun " safety " reform to prevent criminals from buying guns is overwhelmingly supported by the American people . .	safety : contraceptive device consisting of a sheath of thin rubber or latex that is worn over the penis during intercourse	condom.n.01
14|5	0	The House just passed H.R. 8 , which would require a background check on every gun sale . This commonsense gun " safety " reform to prevent criminals from buying guns is overwhelmingly supported by the American people . .	safety : a score in American football; a player is tackled behind his own goal line	safety.n.06
15|0	0	SCOTUS has balanced rights w/ public safety , ruling that gun safety laws essential & amp ; constitutional Rushing through a replacement to RBG could undermine that balance and put life - saving laws at " risk " .	risk : a source of danger; a possibility of incurring loss or misfortune	hazard.n.01
15|1	0	SCOTUS has balanced rights w/ public safety , ruling that gun safety laws essential & amp ; constitutional Rushing through a replacement to RBG could undermine that balance and put life - saving laws at " risk " .	risk : a venture undertaken without regard to possible loss or injury	risk.n.02
15|2	0	SCOTUS has balanced rights w/ public safety , ruling that gun safety laws essential & amp ; constitutional Rushing through a replacement to RBG could undermine that balance and put life - saving laws at " risk " .	risk : the probability of becoming infected given that exposure to an infectious agent has occurred	risk.n.03
15|3	0	SCOTUS has balanced rights w/ public safety , ruling that gun safety laws essential & amp ; constitutional Rushing through a replacement to RBG could undermine that balance and put life - saving laws at " risk " .	risk : the probability of being exposed to an infectious agent	risk.n.04
15|4	0	SCOTUS has balanced rights w/ public safety , ruling that gun safety laws essential & amp ; constitutional Rushing through a replacement to RBG could undermine that balance and put life - saving laws at " risk " .	risk : expose to a chance of loss or damage	risk.v.01
15|5	0	SCOTUS has balanced rights w/ public safety , ruling that gun safety laws essential & amp ; constitutional Rushing through a replacement to RBG could undermine that balance and put life - saving laws at " risk " .	risk : take a risk in the hope of a favorable outcome	gamble.v.01
16|0	0	You know , if you really wanted to end gun violence you could focus on mental " health " instead of gun control restrictions that do n't actually prevent mentally unstable people from obtaining guns illegally . .	health : a healthy state of wellbeing free from disease	health.n.01
16|1	0	You know , if you really wanted to end gun violence you could focus on mental " health " instead of gun control restrictions that do n't actually prevent mentally unstable people from obtaining guns illegally . .	health : the general condition of body and mind	health.n.02
17|0	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : a person's social heritage: previous experience or training	background.n.01
17|1	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : the part of a scene (or picture) that lies behind objects in the foreground	background.n.02
17|2	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : information that is essential to understanding a situation or problem	background.n.03
17|3	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : extraneous signals that can be confused with the phenomenon to be observed or measured	background.n.04
17|4	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : relatively unimportant or inconspicuous accompanying situation	background.n.05
17|5	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : the state of the environment in which a situation exists	setting.n.02
17|6	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : (computer science) the area of the screen in graphical user interfaces against which icons and windows appear	background.n.07
17|7	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : scenery hung at back of stage	backdrop.n.01
17|8	0	Our is to urge to prioritize legislation to prohibit the manufacture & amp ; sale of ghost guns . These do - it - yourself weapons can be downloaded or purchased online , bypassing the " background " check system that keeps Maryland safe . .	background : understate the importance or quality of	background.v.01
18|0	0	" CRIMINALS " DO NOT FOLLOW GUN CONTROL LAWS ! .	CRIMINALS : someone who has committed a crime or has been legally convicted of a crime	criminal.n.01
19|0	0	If are going to win the PA House we ca nt lose seats like . She and I have worked together on mental health care expansion , student debt and hunger , and gun safety " legislation " . She s effective , she s smart , and she s a friend . SUPPORT HER ! .	legislation : law enacted by a legislative body	legislation.n.01
19|1	0	If are going to win the PA House we ca nt lose seats like . She and I have worked together on mental health care expansion , student debt and hunger , and gun safety " legislation " . She s effective , she s smart , and she s a friend . SUPPORT HER ! .	legislation : the act of making or enacting laws	legislation.n.02
20|0	0	The does n't grant us the " right " to KABA . It restricts the government from preventing me from having or using ARMS , not just guns , and using them for moral and ethical purposes . It also ensures my ability to rise up in an unorganized and or organized militia . .	right : an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt	right.n.01
20|1	0	The does n't grant us the " right " to KABA . It restricts the government from preventing me from having or using ARMS , not just guns , and using them for moral and ethical purposes . It also ensures my ability to rise up in an unorganized and or organized militia . .	right : location near or direction toward the right side; i.e. the side to the south when a person or object faces east	right.n.02
20|2	0	The does n't grant us the " right " to KABA . It restricts the government from preventing me from having or using ARMS , not just guns , and using them for moral and ethical purposes . It also ensures my ability to rise up in an unorganized and or organized militia . .	right : the piece of ground in the outfield on the catcher's right	right_field.n.01
20|3	0	The does n't grant us the " right " to KABA . It restricts the government from preventing me from having or using ARMS , not just guns , and using them for moral and ethical purposes . It also ensures my ability to rise up in an unorganized and or organized militia . .	right : those who support political or social or economic conservatism; those who believe that things are better left unchanged	right.n.04
