target_id	label	sentence	gloss	sense_key
3|0	0	Rep. Todd Russ passed House Bill 2441 though committee on Wednesday . The bill would stop abortions from being performed once an unborn " child " is determined to have a detectable heartbeat . Read more | .	child : a young person of either sex	child.n.01
3|1	0	Rep. Todd Russ passed House Bill 2441 though committee on Wednesday . The bill would stop abortions from being performed once an unborn " child " is determined to have a detectable heartbeat . Read more | .	child : a human offspring (son or daughter) of any age	child.n.02
3|2	0	Rep. Todd Russ passed House Bill 2441 though committee on Wednesday . The bill would stop abortions from being performed once an unborn " child " is determined to have a detectable heartbeat . Read more | .	child : an immature childish person	child.n.03
3|3	0	Rep. Todd Russ passed House Bill 2441 though committee on Wednesday . The bill would stop abortions from being performed once an unborn " child " is determined to have a detectable heartbeat . Read more | .	child : a member of a clan or tribe	child.n.04
4|0	0	Says they take care of the children , they do n't do it anymore until the baby becomes pregnant . " Pregnancy " in adolescents is life - threatening and can permanently alter their bone structure . It 's dangerous and shocking yet they do n't care . .	Pregnancy : the state of being pregnant; the period from conception to birth when a woman carries a developing fetus in her uterus	pregnancy.n.01
5|0	0	Ah the irony that NARAL considers this a choice . Also my answer is Yes because abortion destroys innocent human lives , abortion discriminates against minorities , the disabled , and even girls , and " abortion " is a human rights crisis . .	abortion : termination of pregnancy	abortion.n.01
5|1	0	Ah the irony that NARAL considers this a choice . Also my answer is Yes because abortion destroys innocent human lives , abortion discriminates against minorities , the disabled , and even girls , and " abortion " is a human rights crisis . .	abortion : failure of a plan	miscarriage.n.01
6|0	0	Safe beds are a major cause of maternal mortality in Argentina . " Today " , there is a historic opportunity to legalize abortion and protect women 's rights . The world is watching . .	Today : the present time or age	today.n.01
6|1	0	Safe beds are a major cause of maternal mortality in Argentina . " Today " , there is a historic opportunity to legalize abortion and protect women 's rights . The world is watching . .	Today : the day that includes the present moment (as opposed to yesterday or tomorrow)	today.n.02
6|2	0	Safe beds are a major cause of maternal mortality in Argentina . " Today " , there is a historic opportunity to legalize abortion and protect women 's rights . The world is watching . .	Today : in these times; - Nancy Mitford	nowadays.r.01
6|3	0	Safe beds are a major cause of maternal mortality in Argentina . " Today " , there is a historic opportunity to legalize abortion and protect women 's rights . The world is watching . .	Today : on this day as distinct from yesterday or tomorrow	today.r.02
7|0	0	" Abortion " is the most lethal form of racism and the leading killer of Black Americans . It 's time to shut down and prosecute the industry . ~ , niece of too ! .	Abortion : termination of pregnancy	abortion.n.01
7|1	0	" Abortion " is the most lethal form of racism and the leading killer of Black Americans . It 's time to shut down and prosecute the industry . ~ , niece of too ! .	Abortion : failure of a plan	miscarriage.n.01
8|0	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : the event of dying or departure from life	death.n.01
8|1	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : the permanent end of all life functions in an organism or part of an organism	death.n.02
8|2	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : the absence of life or state of being dead	death.n.03
8|3	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : the time when something ends	death.n.04
8|4	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : the time at which life ends; continuing until dead	death.n.05
8|5	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : the personification of death	death.n.06
8|6	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : a final state	end.n.06
8|7	0	We provide quality care to prevent women 's " deaths " ، as unsafe abortion is one of the top 5 causes of death worldwide . Learn more about our features : .	deaths : the act of killing	death.n.08
9|0	0	Nothing pro life . in fact , it jeopardizes the lives of " people " around the world . read reports from .	people : (plural) any group of human beings (men or women or children) collectively	people.n.01
9|1	0	Nothing pro life . in fact , it jeopardizes the lives of " people " around the world . read reports from .	people : the body of citizens of a state or country	citizenry.n.01
9|2	0	Nothing pro life . in fact , it jeopardizes the lives of " people " around the world . read reports from .	people : members of a family line	people.n.03
9|3	0	Nothing pro life . in fact , it jeopardizes the lives of " people " around the world . read reports from .	people : the common people generally	multitude.n.03
9|4	0	Nothing pro life . in fact , it jeopardizes the lives of " people " around the world . read reports from .	people : fill with people	people.v.01
9|5	0	Nothing pro life . in fact , it jeopardizes the lives of " people " around the world . read reports from .	people : furnish with people	people.v.02
10|0	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a formation of people or things one beside another	line.n.01
10|1	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a mark that is long relative to its width	line.n.02
10|2	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a formation of people or things one behind another	line.n.03
10|3	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a length (straight or curved) without breadth or thickness; the trace of a moving point	line.n.04
10|4	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : text consisting of a row of words written across a page or computer screen	line.n.05
10|5	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a single frequency (or very narrow band) of radiation in a spectrum	line.n.06
10|6	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a fortified position (especially one marking the most forward position of troops)	line.n.07
10|7	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a course of reasoning aimed at demonstrating a truth or falsehood; the methodical process of logical reasoning	argumentation.n.02
10|8	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a conductor for transmitting electrical or optical signals or electric power	cable.n.02
10|9	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a connected series of events or actions or developments	course.n.02
10|10	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a spatial location defined by a real or imaginary unidimensional extent	line.n.11
10|11	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a slight depression in the smoothness of a surface	wrinkle.n.01
10|12	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a pipe used to transport liquids or gases	pipeline.n.02
10|13	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : the road consisting of railroad track and roadbed	line.n.14
10|14	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a telephone connection	telephone_line.n.02
10|15	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : acting in conformity	line.n.16
10|16	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : the descendants of one individual	lineage.n.01
10|17	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : something (as a cord or rope) that is long and thin and flexible	line.n.18
10|18	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : the principal activity in your life that you do to earn money	occupation.n.01
10|19	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : in games or sports; a mark indicating positions or bounds of the playing area	line.n.20
10|20	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : (often plural) a means of communication or access	channel.n.05
10|21	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a particular kind of product or merchandise	line.n.22
10|22	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a commercial organization serving as a common carrier	line.n.23
10|23	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : space for one line of print (one column wide and 1/14 inch deep) used to measure advertising	agate_line.n.01
10|24	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : the maximum credit that a customer is allowed	credit_line.n.01
10|25	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a succession of notes forming a distinctive sequence	tune.n.01
10|26	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : persuasive but insincere talk that is usually intended to deceive or impress	line.n.27
10|27	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a short personal letter	note.n.02
10|28	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : a conceptual separation or distinction	line.n.29
10|29	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : mechanical system in a factory whereby an article is conveyed through sites at which successive operations are performed on it	production_line.n.01
10|30	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : be in line with; form a line along	line.v.01
10|31	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : cover the interior of	line.v.02
10|32	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : make a mark or lines on a surface	trace.v.02
10|33	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : mark with lines	line.v.04
10|34	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : fill plentifully	line.v.05
10|35	0	Imagine if politicians used the I m personally pro - life but " line " for other social injustices ? Abortion kills a human being . Do something to stop it ! .	line : reinforce with fabric	line.v.06
11|0	0	48 years after the landmark judgement , rai v. Wade is being threatened like never before . R confirmed that every woman should not only have " autonomy " on her body but also take safe reproductive health care . Ill always fight to protect the right to choose . .	autonomy : immunity from arbitrary exercise of authority: political independence	autonomy.n.01
11|1	0	48 years after the landmark judgement , rai v. Wade is being threatened like never before . R confirmed that every woman should not only have " autonomy " on her body but also take safe reproductive health care . Ill always fight to protect the right to choose . .	autonomy : personal independence	autonomy.n.02
12|0	0	" A nation that kills it 's own children in the womb has lost it 's " soul " . " ~~ St . Teresa of Calcutta .	soul : the immaterial part of a person; the actuating cause of an individual life	soul.n.01
12|1	0	" A nation that kills it 's own children in the womb has lost it 's " soul " . " ~~ St . Teresa of Calcutta .	soul : a human being	person.n.01
12|2	0	" A nation that kills it 's own children in the womb has lost it 's " soul " . " ~~ St . Teresa of Calcutta .	soul : deep feeling or emotion	soul.n.03
12|3	0	" A nation that kills it 's own children in the womb has lost it 's " soul " . " ~~ St . Teresa of Calcutta .	soul : the human embodiment of something	soul.n.04
12|4	0	" A nation that kills it 's own children in the womb has lost it 's " soul " . " ~~ St . Teresa of Calcutta .	soul : a secular form of gospel that was a major Black musical genre in the 1960s and 1970s	soul.n.05
13|0	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : a statute in draft before it becomes law	bill.n.01
13|1	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : an itemized statement of money owed for goods shipped or services rendered	bill.n.02
13|2	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : a piece of paper money (especially one issued by a central bank)	bill.n.03
13|3	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : the entertainment offered at a public presentation	bill.n.04
13|4	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : an advertisement (usually printed on a page or in a leaflet) intended for wide distribution	circular.n.01
13|5	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : a sign posted in a public place as an advertisement	poster.n.01
13|6	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : a list of particulars (as a playbill or bill of fare)	bill.n.07
13|7	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : a long-handled saw with a curved blade	bill.n.08
13|8	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : a brim that projects to the front to shade the eyes	bill.n.09
13|9	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : horny projecting mouth of a bird	beak.n.02
13|10	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : demand payment	charge.v.03
13|11	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : advertise especially by posters or placards	bill.v.02
13|12	0	" Women will only have real equality when men have the same responsibility to nurture the next generation . " One of women 's limitations is the heartbeat " bill " . If the law is repealed , women seeking abortions could face extreme violence . .	bill : publicize or announce by placards	placard.v.02
14|0	0	Overturning Roe v. Wade is not just a problem for the physical safety of pregnant people -- it would also create enormous systemic problems in terms of mass incarceration , economic injustice , and racial " injustice " . .	injustice : an unjust act	injustice.n.01
14|1	0	Overturning Roe v. Wade is not just a problem for the physical safety of pregnant people -- it would also create enormous systemic problems in terms of mass incarceration , economic injustice , and racial " injustice " . .	injustice : the practice of being unjust or unfair	injustice.n.02
15|0	0	Religious fanatics want to put women & amp ; their doctors into prison for simply getting an " abortion " . Even Ireland has made abortions legal safe . In America a zygote is NOT a baby and abortion is not MURDERS ; love it or leave it . .	abortion : termination of pregnancy	abortion.n.01
15|1	0	Religious fanatics want to put women & amp ; their doctors into prison for simply getting an " abortion " . Even Ireland has made abortions legal safe . In America a zygote is NOT a baby and abortion is not MURDERS ; love it or leave it . .	abortion : failure of a plan	miscarriage.n.01
16|0	0	No justification for " police " extrajudicial executions . Many of these deaths are innocent people , and even if some of them did something wrong , it does n't mean they deserve to be murdered . What 's the overlap of peeps and those who do n't see anything wrong with this ? .	police : the force of policemen and officers	police.n.01
16|1	0	No justification for " police " extrajudicial executions . Many of these deaths are innocent people , and even if some of them did something wrong , it does n't mean they deserve to be murdered . What 's the overlap of peeps and those who do n't see anything wrong with this ? .	police : maintain the security of by carrying out a patrol	patrol.v.01
17|0	0	Legalization abortion is a professional life for a mother threatened by an earthquake " doctor " . The Catholic church usually sets the time abortion ( one month ) as a sin absent by the priest /o ' bishop ' at the time of authorized abortion valid abortion is not a child . .	doctor : a licensed medical practitioner	doctor.n.01
17|1	0	Legalization abortion is a professional life for a mother threatened by an earthquake " doctor " . The Catholic church usually sets the time abortion ( one month ) as a sin absent by the priest /o ' bishop ' at the time of authorized abortion valid abortion is not a child . .	doctor : (Roman Catholic Church) a title conferred on 33 saints who distinguished themselves through the orthodoxy of their theological teaching	doctor_of_the_church.n.01
17|2	0	Legalization abortion is a professional life for a mother threatened by an earthquake " doctor " . The Catholic church usually sets the time abortion ( one month ) as a sin absent by the priest /o ' bishop ' at the time of authorized abortion valid abortion is not a child . .	doctor : children take the roles of physician or patient or nurse and pretend they are at the physician's office	doctor.n.03
17|3	0	Legalization abortion is a professional life for a mother threatened by an earthquake " doctor " . The Catholic church usually sets the time abortion ( one month ) as a sin absent by the priest /o ' bishop ' at the time of authorized abortion valid abortion is not a child . .	doctor : a person who holds Ph.D. degree (or the equivalent) from an academic institution	doctor.n.04
17|4	0	Legalization abortion is a professional life for a mother threatened by an earthquake " doctor " . The Catholic church usually sets the time abortion ( one month ) as a sin absent by the priest /o ' bishop ' at the time of authorized abortion valid abortion is not a child . .	doctor : alter and make impure, as with the intention to deceive	sophisticate.v.03
17|5	0	Legalization abortion is a professional life for a mother threatened by an earthquake " doctor " . The Catholic church usually sets the time abortion ( one month ) as a sin absent by the priest /o ' bishop ' at the time of authorized abortion valid abortion is not a child . .	doctor : give medical treatment to	doctor.v.02
17|6	0	Legalization abortion is a professional life for a mother threatened by an earthquake " doctor " . The Catholic church usually sets the time abortion ( one month ) as a sin absent by the priest /o ' bishop ' at the time of authorized abortion valid abortion is not a child . .	doctor : restore by replacing a part or putting together what is torn or broken	repair.v.01
18|0	0	If your does n't care about the " planet " that unborn kids will be born onto , you 're doing it wrong ! .	planet : (astronomy) any of the nine large celestial bodies in the solar system that revolve around the sun and shine by reflected light; Mercury, Venus, Earth, Mars, Jupiter, Saturn, Uranus, Neptune, and Pluto in order of their proximity to the sun; viewed from the constellation Hercules, all the planets rotate around the sun in a counterclockwise direction	planet.n.01
18|1	0	If your does n't care about the " planet " that unborn kids will be born onto , you 're doing it wrong ! .	planet : a person who follows or serves another	satellite.n.02
18|2	0	If your does n't care about the " planet " that unborn kids will be born onto , you 're doing it wrong ! .	planet : any celestial body (other than comets or satellites) that revolves around a star	planet.n.03
19|0	0	I do n't have a position on abortion , I really do n't , I think it 's a personal " decision " . But I agree with the new Georgia " heartbeat " law that prohibits abortions when the fetus gets a heartbeat , typically after six weeks of pregnancy . It makes sense ... it 's human ... saves lives . .	decision : the act of making up your mind about something	decision.n.01
19|1	0	I do n't have a position on abortion , I really do n't , I think it 's a personal " decision " . But I agree with the new Georgia " heartbeat " law that prohibits abortions when the fetus gets a heartbeat , typically after six weeks of pregnancy . It makes sense ... it 's human ... saves lives . .	decision : a position or opinion or judgment reached after consideration	decision.n.02
19|2	0	I do n't have a position on abortion , I really do n't , I think it 's a personal " decision " . But I agree with the new Georgia " heartbeat " law that prohibits abortions when the fetus gets a heartbeat , typically after six weeks of pregnancy . It makes sense ... it 's human ... saves lives . .	decision : (boxing) a victory won on points when no knockout has occurred	decision.n.03
19|3	0	I do n't have a position on abortion , I really do n't , I think it 's a personal " decision " . But I agree with the new Georgia " heartbeat " law that prohibits abortions when the fetus gets a heartbeat , typically after six weeks of pregnancy . It makes sense ... it 's human ... saves lives . .	decision : the outcome of a game or contest	decision.n.04
19|4	0	I do n't have a position on abortion , I really do n't , I think it 's a personal " decision " . But I agree with the new Georgia " heartbeat " law that prohibits abortions when the fetus gets a heartbeat , typically after six weeks of pregnancy . It makes sense ... it 's human ... saves lives . .	decision : the trait of resoluteness as evidenced by firmness of character or purpose	decisiveness.n.01
20|0	0	A fanatical religion that wants to put women first because you got pregnant doctors put you in " jail " and Ireland legalized abortion in America , a fertilized egg is not a baby , abortion is not murder . Like it or leave .	jail : a correctional institution used to detain persons who are in the lawful custody of the government (either accused persons awaiting trial or convicted persons serving a sentence)	jail.n.01
20|1	0	A fanatical religion that wants to put women first because you got pregnant doctors put you in " jail " and Ireland legalized abortion in America , a fertilized egg is not a baby , abortion is not murder . Like it or leave .	jail : lock up or confine, in or as in a jail	imprison.v.01
21|0	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : a very young child (birth to 1 year) who has not yet begun to walk or talk	baby.n.01
21|1	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : the youngest member of a group (not necessarily young)	baby.n.02
21|2	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : an immature childish person	child.n.03
21|3	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : an unborn child; a human fetus	baby.n.04
21|4	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : (slang) sometimes used as a term of address for attractive young women	baby.n.05
21|5	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : a very young mammal	baby.n.06
21|6	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : a project of personal concern to someone	baby.n.07
21|7	0	If you do n't care about the planet that " babies " will be born ، you 're wrong ! .	babies : treat with excessive indulgence	pamper.v.01
22|0	0	This abortion - to - " birth " bill is dangerous for women and children . Tell your MP to vote NO . .	birth : the time when something begins (especially life)	birth.n.01
22|1	0	This abortion - to - " birth " bill is dangerous for women and children . Tell your MP to vote NO . .	birth : the event of being born	birth.n.02
22|2	0	This abortion - to - " birth " bill is dangerous for women and children . Tell your MP to vote NO . .	birth : the process of giving birth	parturition.n.01
22|3	0	This abortion - to - " birth " bill is dangerous for women and children . Tell your MP to vote NO . .	birth : the kinship relation of an offspring to the parents	parentage.n.02
22|4	0	This abortion - to - " birth " bill is dangerous for women and children . Tell your MP to vote NO . .	birth : a baby born; an offspring	birth.n.05
22|5	0	This abortion - to - " birth " bill is dangerous for women and children . Tell your MP to vote NO . .	birth : cause to be born	give_birth.v.01
23|0	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : a characteristic state or mode of living	life.n.01
23|1	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : the experience of being alive; the course of human events and activities	life.n.02
23|2	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : the course of existence of an individual; the actions and events that occur in living	life.n.03
23|3	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : the condition of living or the state of being alive	animation.n.01
23|4	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : the period during which something is functional (as between birth and death)	life.n.05
23|5	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : the period between birth and the present time	life.n.06
23|6	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : the period from the present until death	life.n.07
23|7	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : a living person	life.n.08
23|8	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : animation and energy in action or expression	liveliness.n.02
23|9	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : living things collectively	life.n.10
23|10	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : the organic phenomenon that distinguishes living organisms from nonliving ones	life.n.11
23|11	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : an account of the series of events making up a person's life	biography.n.01
23|12	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : a motive for living	life.n.13
23|13	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : a prison term lasting as long as the prisoner lives	life_sentence.n.01
23|14	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : inhabit or live in; be an inhabitant of	populate.v.01
23|15	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : lead a certain kind of life; live in a certain style	live.v.02
23|16	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : continue to live through hardship or adversity	survive.v.01
23|17	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : support oneself	exist.v.02
23|18	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : have life, be alive	be.v.11
23|19	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : have firsthand knowledge of states, situations, emotions, or sensations	know.v.05
23|20	0	How is it pro - life when women are dying ? The Trump administration 's anti - abortion measures threaten the " lives " of women worldwide .	lives : pursue a positive and satisfying existence	live.v.07
