target_id	label	sentence	gloss	sense_key
3|10	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : the organic phenomenon that distinguishes living organisms from nonliving ones	life.n.11
3|11	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : an account of the series of events making up a person's life	biography.n.01
3|12	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : a motive for living	life.n.13
3|13	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : a prison term lasting as long as the prisoner lives	life_sentence.n.01
3|14	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : inhabit or live in; be an inhabitant of	populate.v.01
3|15	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : lead a certain kind of life; live in a certain style	live.v.02
3|16	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : continue to live through hardship or adversity	survive.v.01
3|17	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : support oneself	exist.v.02
3|18	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : have life, be alive	be.v.11
3|19	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : have firsthand knowledge of states, situations, emotions, or sensations	know.v.05
3|20	0	Proud and grateful you 're my deputy background check saving " lives " . .	lives : pursue a positive and satisfying existence	live.v.07
4|0	0	AL state law prohibits pistol possession by anyone convicted of a violent felony . This means that not every felony offense will disqualify you from possessing a firearm under state " law " ( prohibited under federal law ) . More : .	law : the collection of rules imposed by authority	law.n.01
4|1	0	AL state law prohibits pistol possession by anyone convicted of a violent felony . This means that not every felony offense will disqualify you from possessing a firearm under state " law " ( prohibited under federal law ) . More : .	law : legal document setting forth rules governing a particular kind of activity	law.n.02
4|2	0	AL state law prohibits pistol possession by anyone convicted of a violent felony . This means that not every felony offense will disqualify you from possessing a firearm under state " law " ( prohibited under federal law ) . More : .	law : a rule or body of rules of conduct inherent in human nature and essential to or binding upon human society	law.n.03
4|3	0	AL state law prohibits pistol possession by anyone convicted of a violent felony . This means that not every felony offense will disqualify you from possessing a firearm under state " law " ( prohibited under federal law ) . More : .	law : a generalization that describes recurring facts or events in nature	law.n.04
4|4	0	AL state law prohibits pistol possession by anyone convicted of a violent felony . This means that not every felony offense will disqualify you from possessing a firearm under state " law " ( prohibited under federal law ) . More : .	law : the branch of philosophy concerned with the law and the principles that lead courts to make the decisions they do	jurisprudence.n.01
4|5	0	AL state law prohibits pistol possession by anyone convicted of a violent felony . This means that not every felony offense will disqualify you from possessing a firearm under state " law " ( prohibited under federal law ) . More : .	law : the learned profession that is mastered by graduate study in a law school and that is responsible for the judicial system	law.n.06
4|6	0	AL state law prohibits pistol possession by anyone convicted of a violent felony . This means that not every felony offense will disqualify you from possessing a firearm under state " law " ( prohibited under federal law ) . More : .	law : the force of policemen and officers	police.n.01
5|0	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : an event that occurs when something passes from one state or phase to another	change.n.01
5|1	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : a relational difference between states; especially between states before and after some event	change.n.02
5|2	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : the action of changing something	change.n.03
5|3	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : the result of alteration or modification	change.n.04
5|4	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : the balance of money received when the amount you tender is greater than the amount due	change.n.05
5|5	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : a thing that is different	change.n.06
5|6	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : a different or fresh set of clothes	change.n.07
5|7	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : coins of small denomination regarded collectively	change.n.08
5|8	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : money received in return for its equivalent in a larger denomination or a different currency	change.n.09
5|9	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : a difference that is usually pleasant	variety.n.06
5|10	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : cause to change; make different; cause a transformation	change.v.01
5|11	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : undergo a change; become different in essence; losing one's or its original nature	change.v.02
5|12	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : become different in some particular way, without permanently losing one's or its former characteristics or essence	change.v.03
5|13	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : lay aside, abandon, or leave for another	switch.v.03
5|14	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : change clothes; put on different clothes	change.v.05
5|15	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : exchange or replace with another, usually of the same kind or category	change.v.06
5|16	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : give to, and receive from, one another	exchange.v.01
5|17	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : change from one vehicle or transportation line to another	transfer.v.06
5|18	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : become deeper in tone	deepen.v.04
5|19	0	If these people were 40 years old , this would be a perfect example of all the high schools in our country , because they refused to pass gun - " change " legislation . .	change : remove or replace the coverings of	change.v.10
6|0	0	" Prison " shanks because even in the most secure gun free environment possible evil people find a way to kill NO .	Prison : a correctional institution where persons are confined while on trial or for punishment	prison.n.01
6|1	0	" Prison " shanks because even in the most secure gun free environment possible evil people find a way to kill NO .	Prison : a prisonlike situation; a place of seeming confinement	prison.n.02
7|0	0	Merrick Garland has a long history of disdain for the Second Amendment , and will likely be a brutal " enforcer " of unconstitutional gun laws under the new Biden regime . Take action NOW at .	enforcer : one whose job it is to execute unpleasant tasks for a superior	hatchet_man.n.02
9|0	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : a statute in draft before it becomes law	bill.n.01
9|1	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : an itemized statement of money owed for goods shipped or services rendered	bill.n.02
9|2	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : a piece of paper money (especially one issued by a central bank)	bill.n.03
9|3	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : the entertainment offered at a public presentation	bill.n.04
9|4	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : an advertisement (usually printed on a page or in a leaflet) intended for wide distribution	circular.n.01
9|5	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : a sign posted in a public place as an advertisement	poster.n.01
9|6	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : a list of particulars (as a playbill or bill of fare)	bill.n.07
9|7	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : a long-handled saw with a curved blade	bill.n.08
9|8	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : a brim that projects to the front to shade the eyes	bill.n.09
9|9	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : horny projecting mouth of a bird	beak.n.02
9|10	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : demand payment	charge.v.03
9|11	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : advertise especially by posters or placards	bill.v.02
9|12	0	SC lawmakers are considering dangerous legislation that would weaken our gun laws and embolden extremists - like a " bill " that would allow people to openly carry firearms to intimidate their opponents . Text SC to 644 - 33 to tell your lawmaker to OPPOSE open carry . .	bill : publicize or announce by placards	placard.v.02
10|0	0	Dig this one again . Gun " violence " is a symptom of a much larger problem . Not the root of the question ( S ) . .	violence : an act of aggression (as one against a person who resists)	violence.n.01
10|1	0	Dig this one again . Gun " violence " is a symptom of a much larger problem . Not the root of the question ( S ) . .	violence : the property of being wild or turbulent	ferocity.n.01
10|2	0	Dig this one again . Gun " violence " is a symptom of a much larger problem . Not the root of the question ( S ) . .	violence : a turbulent state resulting in injuries and destruction etc.	violence.n.03
11|0	0	The civil rights movement has never stopped it becoming more inclusive . The powerful " restrict " and attack everyone 's freedom . Learn , share , lawyer and recruit . .	restrict : place restrictions on	restrict.v.01
11|1	0	The civil rights movement has never stopped it becoming more inclusive . The powerful " restrict " and attack everyone 's freedom . Learn , share , lawyer and recruit . .	restrict : place under restrictions; limit access to	restrict.v.02
11|2	0	The civil rights movement has never stopped it becoming more inclusive . The powerful " restrict " and attack everyone 's freedom . Learn , share , lawyer and recruit . .	restrict : place limits on (extent or access)	restrict.v.03
11|3	0	The civil rights movement has never stopped it becoming more inclusive . The powerful " restrict " and attack everyone 's freedom . Learn , share , lawyer and recruit . .	restrict : make more specific	qualify.v.03
12|0	0	... then gun owners can deal with " background " checks , etc . .	background : a person's social heritage: previous experience or training	background.n.01
12|1	0	... then gun owners can deal with " background " checks , etc . .	background : the part of a scene (or picture) that lies behind objects in the foreground	background.n.02
12|2	0	... then gun owners can deal with " background " checks , etc . .	background : information that is essential to understanding a situation or problem	background.n.03
12|3	0	... then gun owners can deal with " background " checks , etc . .	background : extraneous signals that can be confused with the phenomenon to be observed or measured	background.n.04
12|4	0	... then gun owners can deal with " background " checks , etc . .	background : relatively unimportant or inconspicuous accompanying situation	background.n.05
12|5	0	... then gun owners can deal with " background " checks , etc . .	background : the state of the environment in which a situation exists	setting.n.02
12|6	0	... then gun owners can deal with " background " checks , etc . .	background : (computer science) the area of the screen in graphical user interfaces against which icons and windows appear	background.n.07
12|7	0	... then gun owners can deal with " background " checks , etc . .	background : scenery hung at back of stage	backdrop.n.01
12|8	0	... then gun owners can deal with " background " checks , etc . .	background : understate the importance or quality of	background.v.01
13|0	0	In this picture : Violation of the US Flag Code ( flag should be on other side , front corner of car ) , violation of gun safety rules ( gun direction and possibly trigger " discipline " ) , and of course no hands on the wheel . This Idaho Republican is irresponsible at every level . .	discipline : a branch of knowledge	discipline.n.01
13|1	0	In this picture : Violation of the US Flag Code ( flag should be on other side , front corner of car ) , violation of gun safety rules ( gun direction and possibly trigger " discipline " ) , and of course no hands on the wheel . This Idaho Republican is irresponsible at every level . .	discipline : a system of rules of conduct or method of practice	discipline.n.02
13|2	0	In this picture : Violation of the US Flag Code ( flag should be on other side , front corner of car ) , violation of gun safety rules ( gun direction and possibly trigger " discipline " ) , and of course no hands on the wheel . This Idaho Republican is irresponsible at every level . .	discipline : the trait of being well behaved	discipline.n.03
13|3	0	In this picture : Violation of the US Flag Code ( flag should be on other side , front corner of car ) , violation of gun safety rules ( gun direction and possibly trigger " discipline " ) , and of course no hands on the wheel . This Idaho Republican is irresponsible at every level . .	discipline : training to improve strength or self-control	discipline.n.04
13|4	0	In this picture : Violation of the US Flag Code ( flag should be on other side , front corner of car ) , violation of gun safety rules ( gun direction and possibly trigger " discipline " ) , and of course no hands on the wheel . This Idaho Republican is irresponsible at every level . .	discipline : the act of punishing	discipline.n.05
13|5	0	In this picture : Violation of the US Flag Code ( flag should be on other side , front corner of car ) , violation of gun safety rules ( gun direction and possibly trigger " discipline " ) , and of course no hands on the wheel . This Idaho Republican is irresponsible at every level . .	discipline : develop (children's) behavior by instruction and practice; especially to teach self-control	discipline.v.01
13|6	0	In this picture : Violation of the US Flag Code ( flag should be on other side , front corner of car ) , violation of gun safety rules ( gun direction and possibly trigger " discipline " ) , and of course no hands on the wheel . This Idaho Republican is irresponsible at every level . .	discipline : punish in order to gain control or enforce obedience	discipline.v.02
14|0	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : everything that exists anywhere	universe.n.01
14|1	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : people in general; especially a distinctive group of people with some shared interest	world.n.02
14|2	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : all of your experiences that determine how things appear to you	world.n.03
14|3	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : the 3rd planet from the sun; the planet we live on	earth.n.01
14|4	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : people in general considered as a whole	populace.n.01
14|5	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : a part of the earth that can be considered separately	world.n.06
14|6	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : the concerns of this life as distinguished from heaven and the afterlife	worldly_concern.n.01
14|7	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : all of the living human inhabitants of the earth	world.n.08
14|8	0	We live in a beautiful " world " , but with that beauty , evil still exists . That being said , gun control is a big issue . I think illegal drugs , drugs , alcohol , mental , physical , sexual , sexual , sexual harassment are the other way of talking , but let 's get those guns in the hands of law - abiding Americans . .	world : involving the entire earth; not limited or provincial in scope	global.s.01
15|0	0	Innocent little kids gunned down at school in Connecticut and we still could n't get any " gun " control legislation to address it . Instead we got nut cases who insist that it did n't happen . Maybe someday we can get those kids justice . Rest in Peace . .	gun : a weapon that discharges a missile at high velocity (especially from a metal tube or barrel)	gun.n.01
15|1	0	Innocent little kids gunned down at school in Connecticut and we still could n't get any " gun " control legislation to address it . Instead we got nut cases who insist that it did n't happen . Maybe someday we can get those kids justice . Rest in Peace . .	gun : large but transportable armament	artillery.n.01
15|2	0	Innocent little kids gunned down at school in Connecticut and we still could n't get any " gun " control legislation to address it . Instead we got nut cases who insist that it did n't happen . Maybe someday we can get those kids justice . Rest in Peace . .	gun : a person who shoots a gun (as regards their ability)	gunman.n.02
