target_id	label	sentence	gloss	sense_key
3|15	0	Overturning Roe v. Wade is n't just an " issue " for pregnant people 's physical safety - it would also create huge systemic problems in terms of mass incarceration , economic injustice , and racial injustice . .	issue : make out and issue	write_out.v.02
4|0	0	Divisive abortion is now illegal in Nebraska ! It has just passed into law . Today we celebrate that pro - life " senators " ended a brutal procedure performed on live born babies . Tomorrow , we continue to make progress in life so that all abortion methods are unthinkable .	senators : a member of a senate	senator.n.01
5|0	0	Pro - life doctors & amp ; leaders criticize study that purportedly casts doubt on " abortion " reversals : " Progesterone did n't cause the severe hemorrhaging . " .	abortion : termination of pregnancy	abortion.n.01
5|1	0	Pro - life doctors & amp ; leaders criticize study that purportedly casts doubt on " abortion " reversals : " Progesterone did n't cause the severe hemorrhaging . " .	abortion : failure of a plan	miscarriage.n.01
6|0	0	1894 ad shows why Grandmothers for Reproductive Rights know has to be safe and , therefore , legal . Herb could cause permanent liver & amp ; " kidney " damage . .	kidney : either of two bean-shaped excretory organs that filter wastes (especially urea) from the blood and excrete them and water in urine	kidney.n.01
7|0	0	The UN says NI legislation on abortion is " tantamount to " torture " " . It is inhumane to make people wait indefinitely for their basic human rights . TAKE ACTION NOW ! .	torture : extreme mental distress	anguish.n.01
7|1	0	The UN says NI legislation on abortion is " tantamount to " torture " " . It is inhumane to make people wait indefinitely for their basic human rights . TAKE ACTION NOW ! .	torture : unbearable physical pain	torture.n.02
7|2	0	The UN says NI legislation on abortion is " tantamount to " torture " " . It is inhumane to make people wait indefinitely for their basic human rights . TAKE ACTION NOW ! .	torture : intense feelings of suffering; acute mental or physical pain	agony.n.01
7|3	0	The UN says NI legislation on abortion is " tantamount to " torture " " . It is inhumane to make people wait indefinitely for their basic human rights . TAKE ACTION NOW ! .	torture : the act of distorting something so it seems to mean something it was not intended to mean	distortion.n.05
7|4	0	The UN says NI legislation on abortion is " tantamount to " torture " " . It is inhumane to make people wait indefinitely for their basic human rights . TAKE ACTION NOW ! .	torture : the deliberate, systematic, or wanton infliction of physical or mental suffering by one or more persons in an attempt to force another person to yield information or to make a confession or for any other reason	torture.n.05
7|5	0	The UN says NI legislation on abortion is " tantamount to " torture " " . It is inhumane to make people wait indefinitely for their basic human rights . TAKE ACTION NOW ! .	torture : torment emotionally or mentally	torment.v.01
7|6	0	The UN says NI legislation on abortion is " tantamount to " torture " " . It is inhumane to make people wait indefinitely for their basic human rights . TAKE ACTION NOW ! .	torture : subject to torture	torture.v.02
8|0	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : a very young child (birth to 1 year) who has not yet begun to walk or talk	baby.n.01
8|1	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : the youngest member of a group (not necessarily young)	baby.n.02
8|2	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : an immature childish person	child.n.03
8|3	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : an unborn child; a human fetus	baby.n.04
8|4	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : (slang) sometimes used as a term of address for attractive young women	baby.n.05
8|5	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : a very young mammal	baby.n.06
8|6	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : a project of personal concern to someone	baby.n.07
8|7	0	This machine is how aborted " babies " are disposed of . Aborted babies are nothing but medical waste to Planned Parenthood . 62 million babies ground into bits and pieces since 1973 . Deplorable and disgusting . Evil . .	babies : treat with excessive indulgence	pamper.v.01
9|0	0	One of the unfortunate aspects of the victim mentality is that when we think of ourselves as " victims " because others disagree with us , we minimize the worlds truly unsafe environments and real victims . .	victims : an unfortunate person who suffers from some adverse circumstance	victim.n.01
9|1	0	One of the unfortunate aspects of the victim mentality is that when we think of ourselves as " victims " because others disagree with us , we minimize the worlds truly unsafe environments and real victims . .	victims : a person who is tricked or swindled	victim.n.02
10|0	0	The RHPA will vastly increase access to safe , legal abortion and enable Virginians - particularly those living at the margins of our " communities " - to access the care they need , when they need it here in the Commonwealth ! - .	communities : a group of people living in a particular local area	community.n.01
10|1	0	The RHPA will vastly increase access to safe , legal abortion and enable Virginians - particularly those living at the margins of our " communities " - to access the care they need , when they need it here in the Commonwealth ! - .	communities : common ownership	community.n.02
10|2	0	The RHPA will vastly increase access to safe , legal abortion and enable Virginians - particularly those living at the margins of our " communities " - to access the care they need , when they need it here in the Commonwealth ! - .	communities : a group of nations having common interests	community.n.03
10|3	0	The RHPA will vastly increase access to safe , legal abortion and enable Virginians - particularly those living at the margins of our " communities " - to access the care they need , when they need it here in the Commonwealth ! - .	communities : agreement as to goals	community.n.04
10|4	0	The RHPA will vastly increase access to safe , legal abortion and enable Virginians - particularly those living at the margins of our " communities " - to access the care they need , when they need it here in the Commonwealth ! - .	communities : a district where people live; occupied primarily by private residences	residential_district.n.01
10|5	0	The RHPA will vastly increase access to safe , legal abortion and enable Virginians - particularly those living at the margins of our " communities " - to access the care they need , when they need it here in the Commonwealth ! - .	communities : (ecology) a group of interdependent organisms inhabiting the same region and interacting with each other	community.n.06
11|0	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : an abstract idea of that which is due to a person or governmental body by law or tradition or nature; ; - Eleanor Roosevelt	right.n.01
11|1	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : location near or direction toward the right side; i.e. the side to the south when a person or object faces east	right.n.02
11|2	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : the piece of ground in the outfield on the catcher's right	right_field.n.01
11|3	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : those who support political or social or economic conservatism; those who believe that things are better left unchanged	right.n.04
11|4	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : the hand that is on the right side of the body	right.n.05
11|5	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : a turn toward the side of the body that is on the south when the person is facing east	right.n.06
11|6	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : anything in accord with principles of justice	right.n.07
11|7	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : (frequently plural) the interest possessed by law or custom in some intangible thing	right.n.08
11|8	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : make reparations or amends for	right.v.01
11|9	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : put in or restore to an upright position	right.v.02
11|10	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : regain an upright or proper position	right.v.03
11|11	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : make right or correct	correct.v.01
11|12	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : being or located on or directed toward the side of the body to the east when facing north	right.a.01
11|13	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : free from error; especially conforming to fact or truth	correct.a.01
11|14	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : socially right or correct	correct.s.02
11|15	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : in conformance with justice or law or morality	right.a.04
11|16	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : correct in opinion or judgment	right.a.05
11|17	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : appropriate for a condition or purpose or occasion or a person's character, needs	proper.s.04
11|18	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : of or belonging to the political or intellectual right	right.a.07
11|19	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : in or into a satisfactory condition	right.s.08
11|20	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : intended for the right hand	right.s.09
11|21	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : in accord with accepted standards of usage or procedure	correct.s.03
11|22	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : having the axis perpendicular to the base	right.s.11
11|23	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : (of the side of cloth or clothing) facing or intended to face outward	right.s.12
11|24	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : most suitable or right for a particular purpose	good.s.12
11|25	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : precisely accurate	veracious.s.02
11|26	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : precisely, exactly	right.r.01
11|27	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : immediately	right.r.02
11|28	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : exactly	right.r.03
11|29	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : toward or on the right; also used figuratively	right.r.04
11|30	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : in the right manner	properly.r.01
11|31	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : an interjection expressing agreement	right.r.06
11|32	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : completely	right.r.07
11|33	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : (Southern regional intensive) very; to a great degree	mighty.r.01
11|34	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : in accordance with moral or social standards	justly.r.02
11|35	0	Choice is beautiful , and everyone has a " right " to one . Happy ! .	right : in an accurate manner	correctly.r.01
12|0	0	" Disinformation " creates a sham . Do n't listen to voters ' opponents - understand the facts . Download our location here : .	Disinformation : misinformation that is deliberately disseminated in order to influence or confuse rivals (foreign enemies or business competitors etc.)	disinformation.n.01
13|0	0	Poonam recognizes that abortion funds provide the kind of compassionate care everyone deserve . As the year comes to a close , make it a resolution to join Poonam in supporting abortion funds by making a " donation " today . .	donation : a voluntary gift (as of money or service or ideas) made to some worthwhile cause	contribution.n.02
13|1	0	Poonam recognizes that abortion funds provide the kind of compassionate care everyone deserve . As the year comes to a close , make it a resolution to join Poonam in supporting abortion funds by making a " donation " today . .	donation : act of giving in common with others for a common purpose especially to a charity	contribution.n.03
14|0	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : the phonological or orthographic sound or appearance of a word that can be used to describe or identify something	form.n.01
14|1	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : a category of things distinguished by some common characteristic or quality	kind.n.01
14|2	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : a perceptual structure	form.n.03
14|3	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : any spatial attributes (especially as defined by outline)	shape.n.01
14|4	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : alternative names for the body of a human being	human_body.n.01
14|5	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : the spatial arrangement of something as distinct from its substance	shape.n.02
14|6	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : the visual appearance of something or someone	form.n.07
14|7	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : a printed document with spaces in which to write	form.n.08
14|8	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : (biology) a group of organisms within a species that differ in trivial ways from similar groups	form.n.09
14|9	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : an arrangement of the elements in a composition or discourse	form.n.10
14|10	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : a particular mode in which something is manifested	form.n.11
14|11	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : (physical chemistry) a distinct state of matter in a system; matter that is identical in chemical composition and physical state and separated from other material by the phase boundary	phase.n.02
14|12	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : a body of students who are taught together	class.n.02
14|13	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : an ability to perform well	form.n.14
14|14	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : a life-size dummy used to display clothes	mannequin.n.02
14|15	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : a mold for setting concrete	form.n.16
14|16	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : create (as an entity)	form.v.01
14|17	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : to compose or represent:	form.v.02
14|18	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : develop into a distinctive entity	form.v.03
14|19	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : give shape or form to	shape.v.03
14|20	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : make something, usually for a specific function	shape.v.02
14|21	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : establish or impress firmly in the mind	imprint.v.01
14|22	0	Adoption is a " form " of " procreation " that occurs through acceptance , generosity and love . Adoption is an alternative to abortion . Adoption is a lifelong choice .	form : assume a form or shape	form.v.07
15|0	0	Pro - choice advocates glorify abortion by saying it frees women . Doing this ignores the reality that most " women " feel forced or pressured to have an abortion , and are hurt by it . Real compassion for women seeks to offer better answers than killing their pre - born child . .	women : an adult female person (as opposed to a man)	woman.n.01
15|1	0	Pro - choice advocates glorify abortion by saying it frees women . Doing this ignores the reality that most " women " feel forced or pressured to have an abortion , and are hurt by it . Real compassion for women seeks to offer better answers than killing their pre - born child . .	women : a female person who plays a significant role (wife or mistress or girlfriend) in the life of a particular man	woman.n.02
15|2	0	Pro - choice advocates glorify abortion by saying it frees women . Doing this ignores the reality that most " women " feel forced or pressured to have an abortion , and are hurt by it . Real compassion for women seeks to offer better answers than killing their pre - born child . .	women : a human female employed to do housework	charwoman.n.01
15|3	0	Pro - choice advocates glorify abortion by saying it frees women . Doing this ignores the reality that most " women " feel forced or pressured to have an abortion , and are hurt by it . Real compassion for women seeks to offer better answers than killing their pre - born child . .	women : women as a class	womanhood.n.02
16|0	0	Escorts in conversation : Did you get something to eat inside ? No , but some one had made something . It smelled . Literally smelled like someone cooked a fetus ! * both laugh * Abortion is " child " sacrifice and those who support it are involving themselves in grave evil . .	child : a young person of either sex	child.n.01
16|1	0	Escorts in conversation : Did you get something to eat inside ? No , but some one had made something . It smelled . Literally smelled like someone cooked a fetus ! * both laugh * Abortion is " child " sacrifice and those who support it are involving themselves in grave evil . .	child : a human offspring (son or daughter) of any age	child.n.02
16|2	0	Escorts in conversation : Did you get something to eat inside ? No , but some one had made something . It smelled . Literally smelled like someone cooked a fetus ! * both laugh * Abortion is " child " sacrifice and those who support it are involving themselves in grave evil . .	child : an immature childish person	child.n.03
16|3	0	Escorts in conversation : Did you get something to eat inside ? No , but some one had made something . It smelled . Literally smelled like someone cooked a fetus ! * both laugh * Abortion is " child " sacrifice and those who support it are involving themselves in grave evil . .	child : a member of a clan or tribe	child.n.04
17|0	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : a covering to disguise or conceal the face	mask.n.01
17|1	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : activity that tries to conceal something	mask.n.02
17|2	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : a party of guests wearing costumes and masks	masquerade.n.01
17|3	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : a protective covering worn over the face	mask.n.04
17|4	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : hide under a false appearance	dissemble.v.02
17|5	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : put a mask on or cover with a mask	mask.v.02
17|6	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : make unrecognizable	disguise.v.01
17|7	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : cover with a sauce	mask.v.04
17|8	0	Its the innocent people who will suffer because of their reckless , that I care about . I also saw young children with their parents at the protest . No " masks " . It was insane . They can never claim to be pro - life again & amp ; expect me to take them seriously . .	masks : shield from light	mask.v.05
18|0	0	" Abortion " is wrong because it involves killing an innocent human being . via .	Abortion : termination of pregnancy	abortion.n.01
18|1	0	" Abortion " is wrong because it involves killing an innocent human being . via .	Abortion : failure of a plan	miscarriage.n.01
19|0	0	God the Father asked for repentance and reparation for the sin of legalised . This is one of the most effective ways to do a reparation : Make atonement to the Heart of God by making Holy Hours of reparation for the crime of " abortion " . " .	abortion : termination of pregnancy	abortion.n.01
19|1	0	God the Father asked for repentance and reparation for the sin of legalised . This is one of the most effective ways to do a reparation : Make atonement to the Heart of God by making Holy Hours of reparation for the crime of " abortion " . " .	abortion : failure of a plan	miscarriage.n.01
20|0	0	Needless " suffering " and death is what abortion causes . .	suffering : a state of acute pain	agony.n.02
20|1	0	Needless " suffering " and death is what abortion causes . .	suffering : misery resulting from affliction	suffering.n.02
20|2	0	Needless " suffering " and death is what abortion causes . .	suffering : psychological suffering	distress.n.01
20|3	0	Needless " suffering " and death is what abortion causes . .	suffering : feelings of mental or physical pain	suffering.n.04
20|4	0	Needless " suffering " and death is what abortion causes . .	suffering : undergo or be subjected to	suffer.v.01
20|5	0	Needless " suffering " and death is what abortion causes . .	suffering : undergo (as of injuries and illnesses)	suffer.v.02
20|6	0	Needless " suffering " and death is what abortion causes . .	suffering : experience (emotional) pain	suffer.v.03
20|7	0	Needless " suffering " and death is what abortion causes . .	suffering : put up with something or somebody unpleasant	digest.v.03
20|8	0	Needless " suffering " and death is what abortion causes . .	suffering : get worse	suffer.v.05
20|9	0	Needless " suffering " and death is what abortion causes . .	suffering : feel pain or be in pain	suffer.v.06
20|10	0	Needless " suffering " and death is what abortion causes . .	suffering : feel physical pain	hurt.v.06
20|11	0	Needless " suffering " and death is what abortion causes . .	suffering : feel unwell or uncomfortable	suffer.v.08
20|12	0	Needless " suffering " and death is what abortion causes . .	suffering : be given to	suffer.v.09
20|13	0	Needless " suffering " and death is what abortion causes . .	suffering : undergo or suffer	suffer.v.10
20|14	0	Needless " suffering " and death is what abortion causes . .	suffering : be set at a disadvantage	suffer.v.11
20|15	0	Needless " suffering " and death is what abortion causes . .	suffering : troubled by pain or loss	suffering.s.01
20|16	0	Needless " suffering " and death is what abortion causes . .	suffering : very unhappy; full of misery	miserable.s.01
21|0	0	For many women , abortion " access " was already limited . Then COVID-19 hit .	access : the right to enter	entree.n.02
21|1	0	For many women , abortion " access " was already limited . Then COVID-19 hit .	access : the right to obtain or make use of or take advantage of something (as services or membership)	access.n.02
21|2	0	For many women , abortion " access " was already limited . Then COVID-19 hit .	access : a way of entering or leaving	access.n.03
21|3	0	For many women , abortion " access " was already limited . Then COVID-19 hit .	access : a code (a series of characters or digits) that must be entered in some way (typed or dialed or spoken) to get the use of something (a telephone line or a computer or a local area network etc.)	access.n.04
